"Sample_Name","rail_id","external_id","sra_sample_acc_x","sra_experiment_acc","sra_experiment_title","sra_sample_attributes","sra_experiment_attributes","sra_sample_name","sra_sample_title","sra_sample_bases","sra_sample_spots","sra_run_published","sra_size","sra_run_total_bases","sra_run_total_spots","sra_num_spots","sra_read_info","sra_run_alias","recount_qc_aligned_readspercent_chrm","recount_qc_aligned_readspercent_chrx","recount_qc_aligned_readspercent_chry","recount_qc_bc_auc_all_reads_all_bases","recount_qc_bc_auc_all_reads_annotated_bases","recount_qc_bc_auc_unique_reads_all_bases","recount_qc_bc_auc_unique_reads_annotated_bases","recount_qc_bc_auc_all_percent","recount_qc_bc_auc_unique_percent","recount_qc_bc_frag_count","recount_qc_bc_frag_kallisto_count","recount_qc_bc_frag_kallisto_mean_length","recount_qc_bc_frag_mean_length","recount_qc_bc_frag_mode_length","recount_qc_bc_frag_mode_length_count","recount_qc_exon_fc_all_percent","recount_qc_exon_fc_unique_percent","recount_qc_exon_fc_count_all_total","recount_qc_exon_fc_count_all_assigned","recount_qc_exon_fc_count_unique_total","recount_qc_exon_fc_count_unique_assigned","recount_qc_gene_fc_all_percent","recount_qc_gene_fc_unique_percent","recount_qc_gene_fc_count_all_total","recount_qc_gene_fc_count_all_assigned","recount_qc_gene_fc_count_unique_total","recount_qc_gene_fc_count_unique_assigned","recount_qc_intron_sum","recount_qc_iintron_sum_percent","recount_qc_star_percent_of_chimeric_reads","recount_qc_star_percent_of_reads_mapped_to_multiple_loci","recount_qc_star_percent_of_reads_mapped_to_too_many_loci","recount_qc_star_percent_of_reads_unmapped_other","recount_qc_star_percent_of_reads_unmapped_too_short","recount_qc_star_all_mapped_reads","recount_qc_star_average_input_read_length","recount_qc_star_average_mapped_length","recount_qc_star_deletion_average_length","recount_qc_star_deletion_rate_per_base","recount_qc_star_insertion_average_length","recount_qc_star_mapping_speed_million_of_reads_per_hour","recount_qc_star_mismatch_rate_per_base_percent","recount_qc_star_number_of_chimeric_reads","recount_qc_star_number_of_input_reads","recount_qc_star_number_of_reads_mapped_to_multiple_loci","recount_qc_star_number_of_reads_mapped_to_too_many_loci","recount_qc_star_number_of_reads_unmapped_other","recount_qc_star_number_of_reads_unmapped_too_short","recount_qc_star_number_of_splices_at_ac","recount_qc_star_number_of_splices_gc_ag","recount_qc_star_number_of_splices_gt_ag","recount_qc_star_number_of_splices_non_canonical","recount_qc_star_number_of_splices_total","recount_qc_star_uniquely_mapped_reads_percent","recount_qc_star_uniquely_mapped_reads_number","recount_qc_junction_count","recount_qc_junction_coverage","recount_qc_junction_avg_coverage","recount_qc_star_number_of_input_reads_both","recount_qc_star_all_mapped_reads_both","recount_qc_star_number_of_chimeric_reads_both","recount_qc_star_number_of_reads_mapped_to_multiple_loci_both","recount_qc_star_number_of_reads_mapped_to_too_many_loci_both","recount_qc_star_number_of_reads_unmapped_other_both","recount_qc_star_number_of_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_number_both","recount_qc_star_percent_mapped_reads_both","recount_qc_star_percent_chimeric_reads_both","recount_qc_star_percent_reads_mapped_to_multiple_loci_both","recount_qc_star_percent_reads_mapped_to_too_many_loci_both","recount_qc_star_percent_reads_unmapped_other_both","recount_qc_star_percent_reads_unmapped_too_short_both","recount_qc_star_uniquely_mapped_reads_percent_both","recount_seq_qc_avg_len","recount_seq_qc_bases","recount_seq_qc_percenta","recount_seq_qc_percentc","recount_seq_qc_percentg","recount_seq_qc_percentt","recount_seq_qc_percentn","recount_seq_qc_avgq","recount_seq_qc_errq","recount_pred_sample_acc_y","recount_pred_pred_type","BigWigURL","age","cell.type","cx3cr1.genotype","Sex","source_name","treatment","group"
"SRR9139153",3680893,"SRR9139153","SRS4831120","SRX5912233","GSM3823788_ MG_LPS_WT_10F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823788","GSM3823788","MG_LPS_WT_10F",1455854500,14991783,"2019_11_28 20_26_04",567285230,1455854500,14991783,14991783,"index_0_count_14991783_average_48_56_stdev_2_31_index_1_count_14991783_average_48_55_stdev_2_30","GSM3823788_r1",0.49,3.02,0.15,1265419958,1264985896,1186257847,1195227859,99.97,100.76,14274281,11456015,205.849,1459.09,80,60505,83.48,89.37,16085567,11916462,16085567,11916462,85.02,86.01,16085567,12136308,16085567,11467782,131967011,10.43,1.81,6.28,0.43,0.25,4.1,14274281,97,95.99,1.22,0,1.15,350.46,0.15,271692,14991783,940943,64108,38229,615165,1251,10896,2339560,7175,2358882,88.94,13333338,105683,2310663,21.864093562825,14991783,14274281,271692,940943,64108,38229,615165,13333338,95.2,1.8,6.3,0.4,0.3,4.1,88.9,48.56,727978534,24.8,24.2,25.1,25.9,0.1,35.5,27.9,"SRS4831120","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_53_sra_base_sums_SRP199678_SRR9139153_ALL_bw","2 months","Microglia","WT","female","Microglia","LPS","grp13"
"SRR9139154",3680924,"SRR9139154","SRS4831121","SRX5912234","GSM3823789_ MG_LPS_WT_11F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823789","GSM3823789","MG_LPS_WT_11F",1395831891,14363456,"2019_11_28 20_26_04",541371325,1395831891,14363456,14363456,"index_0_count_14363456_average_48_59_stdev_2_22_index_1_count_14363456_average_48_59_stdev_2_21","GSM3823789_r1",0.52,2.89,0.12,1233342995,1235500811,1169687896,1179325428,100.17,100.82,13819030,11004873,212.588,1541.271,80,55083,84.13,88.94,15245610,11626247,15245610,11626247,84.92,85.66,15245610,11735457,15245610,11197134,135808629,11.01,1.58,5.2,0.43,0.22,3.14,13819030,97,96.14,1.19,0,1.12,574.54,0.14,226790,14363456,747106,62414,30903,451109,1314,10869,2256774,7099,2276056,91.01,13071924,108789,2227474,20.475176718234,14363456,13819030,226790,747106,62414,30903,451109,13071924,96.2,1.6,5.2,0.4,0.2,3.1,91,48.59,697945655,24.9,24.3,24.9,25.9,0,35.5,27.9,"SRS4831121","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_54_sra_base_sums_SRP199678_SRR9139154_ALL_bw","2 months","Microglia","WT","female","Microglia","LPS","grp13"
"SRR9139155",3680958,"SRR9139155","SRS4831122","SRX5912235","GSM3823790_ MG_LPS_WT_11M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823790","GSM3823790","MG_LPS_WT_11M",1492282105,15364177,"2019_11_28 20_26_04",582545947,1492282105,15364177,15364177,"index_0_count_15364177_average_48_57_stdev_2_28_index_1_count_15364177_average_48_56_stdev_2_27","GSM3823790_r1",0.42,2.71,0.16,1314314392,1314946173,1252257021,1260826162,100.05,100.68,14769314,11945919,209.275,1445.495,70,60489,82.17,86.46,16200374,12136371,16200374,12136371,82.62,83.32,16200374,12203073,16200374,11696515,178721838,13.6,1.49,4.76,0.43,0.24,3.2,14769314,97,96.13,1.18,0,1.11,570.22,0.14,228386,15364177,731897,66798,36718,491347,1335,11259,2313175,7567,2333336,91.36,14037417,111092,2283735,20.557150829943,15364177,14769314,228386,731897,66798,36718,491347,14037417,96.1,1.5,4.8,0.4,0.2,3.2,91.4,48.57,746169674,25,24.2,24.9,25.8,0.1,35.5,27.9,"SRS4831122","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_55_sra_base_sums_SRP199678_SRR9139155_ALL_bw","2 months","Microglia","WT","male","Microglia","LPS","grp19"
"SRR9139156",3680989,"SRR9139156","SRS4831123","SRX5912236","GSM3823791_ MG_LPS_WT_12F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__WT_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823791","GSM3823791","MG_LPS_WT_12F",1657367692,17075487,"2019_11_28 20_26_04",639519915,1657367692,17075487,17075487,"index_0_count_17075487_average_48_53_stdev_2_34_index_1_count_17075487_average_48_53_stdev_2_34","GSM3823791_r1",0.47,2.69,0.16,1440442278,1438587474,1369244066,1376683901,99.87,100.54,16305885,13348332,200.756,1367.349,79,71267,82.72,87.28,17980466,13489042,17980466,13489042,83.2,84.03,17980466,13566868,17980466,12986984,181038197,12.57,1.74,4.99,0.43,0.23,3.84,16305885,97,96.06,1.21,0,1.17,394.05,0.14,296662,17075487,851304,74022,39097,656483,1448,12897,2580730,7791,2602866,90.51,15454581,114406,2529438,22.109312448648,17075487,16305885,296662,851304,74022,39097,656483,15454581,95.5,1.7,5,0.4,0.2,3.8,90.5,48.53,828728017,24.6,24.5,25.1,25.7,0.1,35.6,28.1,"SRS4831123","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_56_sra_base_sums_SRP199678_SRR9139156_ALL_bw","2 months","Microglia","WT","female","Microglia","LPS","grp13"
"SRR9139157",3681020,"SRR9139157","SRS4831124","SRX5912237","GSM3823792_ MG_LPS_Het_3M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823792","GSM3823792","MG_LPS_Het_3M",1598690143,16451993,"2019_11_28 20_26_04",630844377,1598690143,16451993,16451993,"index_0_count_16451993_average_48_59_stdev_2_23_index_1_count_16451993_average_48_58_stdev_2_22","GSM3823792_r1",0.4,2.72,0.15,1408415877,1411511582,1327100634,1338617680,100.22,100.87,15798817,12722616,210.866,1479.176,81,64548,83.28,88.62,17636419,13156968,17636419,13156968,84.76,85.34,17636419,13391002,17636419,12669612,160335827,11.38,1.53,5.79,0.43,0.21,3.33,15798817,97,96.11,1.2,0,1.12,528.81,0.16,252331,16451993,953042,70249,34594,548333,1423,12157,2522932,7529,2544041,90.24,14845775,114401,2572310,22.485030725256,16451993,15798817,252331,953042,70249,34594,548333,14845775,96,1.5,5.8,0.4,0.2,3.3,90.2,48.59,799387738,24.7,24.3,25.3,25.7,0,35.4,27.5,"SRS4831124","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_57_sra_base_sums_SRP199678_SRR9139157_ALL_bw","2 months","Microglia","Het","male","Microglia","LPS","grp10"
"SRR9139158",3681054,"SRR9139158","SRS4831125","SRX5912238","GSM3823793_ MG_LPS_Het_4M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823793","GSM3823793","MG_LPS_Het_4M",1556337792,16032627,"2019_11_28 20_26_04",601852519,1556337792,16032627,16032627,"index_0_count_16032627_average_48_54_stdev_2_34_index_1_count_16032627_average_48_53_stdev_2_33","GSM3823793_r1",0.54,3.07,0.18,1359948024,1362577741,1279558677,1292058319,100.19,100.98,15371269,12334719,203.649,1454.343,80,65931,85.67,91.34,17211970,13168011,17211970,13168011,86.8,87.83,17211970,13342162,17211970,12663059,117669632,8.65,1.66,5.95,0.49,0.26,3.37,15371269,97,95.98,1.19,0,1.11,544.5,0.14,266394,16032627,954333,78030,42278,541050,1412,12070,2598248,7203,2618933,89.92,14416936,108316,2558156,23.617526496547,16032627,15371269,266394,954333,78030,42278,541050,14416936,95.9,1.7,6,0.5,0.3,3.4,89.9,48.54,778223630,24.6,24.4,25,25.9,0.1,35.6,28,"SRS4831125","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_58_sra_base_sums_SRP199678_SRR9139158_ALL_bw","2 months","Microglia","Het","male","Microglia","LPS","grp10"
"SRR9139159",3681084,"SRR9139159","SRS4831126","SRX5912239","GSM3823794_ MG_LPS_Het_5M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823794","GSM3823794","MG_LPS_Het_5M",1630622764,16799448,"2019_11_28 20_26_05",630920620,1630622764,16799448,16799448,"index_0_count_16799448_average_48_54_stdev_2_35_index_1_count_16799448_average_48_53_stdev_2_34","GSM3823794_r1",0.56,3.01,0.16,1422584664,1423037462,1344129303,1354209432,100.03,100.75,16088581,13026239,202.308,1439.429,80,69362,83.7,88.86,17890460,13465677,17890460,13465677,84.65,85.53,17890460,13619352,17890460,12959758,156152083,10.98,1.63,5.57,0.44,0.26,3.53,16088581,97,96,1.2,0,1.13,428.92,0.14,273782,16799448,935430,74293,43547,593027,1370,12511,2635558,7951,2657390,90.2,15153151,111465,2587441,23.21303548199,16799448,16088581,273782,935430,74293,43547,593027,15153151,95.8,1.6,5.6,0.4,0.3,3.5,90.2,48.54,815368054,24.8,24.1,24.9,26.1,0.1,35.5,27.7,"SRS4831126","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_59_sra_base_sums_SRP199678_SRR9139159_ALL_bw","2 months","Microglia","Het","male","Microglia","LPS","grp10"
"SRR9139160",3681307,"SRR9139160","SRS4831127","SRX5912240","GSM3823795_ MG_LPS_Het_6F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823795","GSM3823795","MG_LPS_Het_6F",1751364795,18019149,"2019_11_28 20_26_05",695399806,1751364795,18019149,18019149,"index_0_count_18019149_average_48_60_stdev_2_18_index_1_count_18019149_average_48_60_stdev_2_18","GSM3823795_r1",0.53,2.8,0.11,1527796983,1532008164,1444372282,1457926957,100.28,100.94,17238571,13875731,200.914,1428.634,79,77878,86.39,91.63,19115016,14892659,19115016,14892659,87.29,88.17,19115016,15048175,19115016,14330344,126338446,8.27,1.49,5.47,0.44,0.2,3.69,17238571,97,96.1,1.2,0,1.15,606.25,0.18,268672,18019149,985082,79598,36263,664717,1697,13934,2954551,8637,2978819,90.2,16253489,113814,2903787,25.513442985924,18019149,17238571,268672,985082,79598,36263,664717,16253489,95.7,1.5,5.5,0.4,0.2,3.7,90.2,48.6,875698850,24.6,24.5,25.4,25.4,0,35.6,28.4,"SRS4831127","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_60_sra_base_sums_SRP199678_SRR9139160_ALL_bw","2 months","Microglia","Het","female","Microglia","LPS","grp26"
"SRR9139161",3681339,"SRR9139161","SRS4831128","SRX5912241","GSM3823796_ MG_LPS_Het_7M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823796","GSM3823796","MG_LPS_Het_7M",1502886434,15475476,"2019_11_28 20_26_05",584443954,1502886434,15475476,15475476,"index_0_count_15475476_average_48_56_stdev_2_29_index_1_count_15475476_average_48_55_stdev_2_28","GSM3823796_r1",0.4,2.83,0.11,1323890943,1325348293,1271227612,1279904304,100.11,100.68,14908604,12058803,204.046,1499.964,80,63080,84.89,88.6,16109243,12655672,16109243,12655672,84.09,84.86,16109243,12536833,16109243,12121679,148305100,11.2,1.43,4.03,0.44,0.23,2.99,14908604,97,96.11,1.19,0,1.13,562.74,0.13,221217,15475476,624216,68455,36116,462301,1162,11201,2387731,7478,2407572,92.3,14284388,110062,2341275,21.272328324036,15475476,14908604,221217,624216,68455,36116,462301,14284388,96.3,1.4,4,0.4,0.2,3,92.3,48.56,751478169,24.8,24.2,25.2,25.8,0.1,35.5,27.8,"SRS4831128","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_61_sra_base_sums_SRP199678_SRR9139161_ALL_bw","2 months","Microglia","Het","male","Microglia","LPS","grp10"
"SRR9139162",3681372,"SRR9139162","SRS4831129","SRX5912242","GSM3823797_ MG_LPS_Het_8M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823797","GSM3823797","MG_LPS_Het_8M",1589627060,16353038,"2019_11_28 20_26_05",614773285,1589627060,16353038,16353038,"index_0_count_16353038_average_48_61_stdev_2_17_index_1_count_16353038_average_48_60_stdev_2_16","GSM3823797_r1",0.42,2.65,0.13,1402520936,1407790342,1333162498,1346436916,100.38,101,15772409,12679211,205.223,1450.915,79,68951,86.32,91.02,17327079,13614849,17327079,13614849,86.86,87.64,17327079,13700202,17327079,13108575,126593260,9.03,1.44,4.98,0.46,0.2,2.89,15772409,97,96.16,1.18,0,1.13,745.2,0.14,235829,16353038,814964,74829,32873,472927,1572,13281,2697333,8189,2720375,91.47,14957445,111767,2649279,23.703588715811,16353038,15772409,235829,814964,74829,32873,472927,14957445,96.4,1.4,5,0.5,0.2,2.9,91.5,48.61,794844873,24.5,24.7,25.4,25.4,0,35.5,28,"SRS4831129","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_62_sra_base_sums_SRP199678_SRR9139162_ALL_bw","2 months","Microglia","Het","male","Microglia","LPS","grp10"
"SRR9139163",3681405,"SRR9139163","SRS4831130","SRX5912243","GSM3823798_ MG_LPS_Het_9F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823798","GSM3823798","MG_LPS_Het_9F",1593548421,16395085,"2019_11_28 20_26_05",622824860,1593548421,16395085,16395085,"index_0_count_16395085_average_48_60_stdev_2_20_index_1_count_16395085_average_48_60_stdev_2_20","GSM3823798_r1",0.39,2.68,0.22,1413304604,1415268665,1347980724,1358566262,100.14,100.79,15796560,12675838,214.64,1519.685,81,62051,83.44,87.67,17302149,13181405,17302149,13181405,83.83,84.54,17302149,13241809,17302149,12711351,176244145,12.47,1.4,4.64,0.49,0.21,2.95,15796560,97,96.2,1.18,0,1.12,711.11,0.14,229482,16395085,761459,80555,35115,482855,1441,12495,2514672,7889,2536497,91.7,15035101,112673,2482800,22.035447711519,16395085,15796560,229482,761459,80555,35115,482855,15035101,96.3,1.4,4.6,0.5,0.2,2.9,91.7,48.6,796805325,25.1,24.1,24.9,25.9,0,35.5,27.9,"SRS4831130","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_63_sra_base_sums_SRP199678_SRR9139163_ALL_bw","2 months","Microglia","Het","female","Microglia","LPS","grp26"
"SRR9139164",3681436,"SRR9139164","SRS4831131","SRX5912244","GSM3823799_ MG_LPS_Het_10F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__Het_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823799","GSM3823799","MG_LPS_Het_10F",1819409579,18741728,"2019_11_28 20_26_05",703973296,1819409579,18741728,18741728,"index_0_count_18741728_average_48_54_stdev_2_33_index_1_count_18741728_average_48_54_stdev_2_33","GSM3823799_r1",0.39,2.81,0.16,1591766750,1591378847,1511939734,1521729200,99.98,100.65,17962816,14480852,206.248,1446.106,79,75426,84.31,89.02,19796408,15144081,19796408,15144081,84.75,85.6,19796408,15224256,19796408,14562734,172258592,10.82,1.7,5.07,0.4,0.23,3.53,17962816,97,96.04,1.2,0,1.17,511.14,0.14,318409,18741728,950230,75001,42496,661415,1617,13983,2919823,8711,2944134,90.77,17012586,116036,2867801,24.714752318246,18741728,17962816,318409,950230,75001,42496,661415,17012586,95.8,1.7,5.1,0.4,0.2,3.5,90.8,48.54,909748837,24.7,24.4,25,25.8,0.1,35.6,28,"SRS4831131","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_64_sra_base_sums_SRP199678_SRR9139164_ALL_bw","2 months","Microglia","Het","female","Microglia","LPS","grp26"
"SRR9139165",3681470,"SRR9139165","SRS4831132","SRX5912245","GSM3823800_ MG_LPS_KO_8F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823800","GSM3823800","MG_LPS_KO_8F",1498657455,15427831,"2019_11_28 20_26_05",585783107,1498657455,15427831,15427831,"index_0_count_15427831_average_48_57_stdev_2_27_index_1_count_15427831_average_48_57_stdev_2_26","GSM3823800_r1",0.49,3.05,0.16,1315610589,1320335704,1244674810,1257582595,100.36,101.04,14801875,11930847,203.886,1423.709,80,62848,84.74,89.79,16393668,12542737,16393668,12542737,85.55,86.33,16393668,12663158,16393668,12059317,135676168,10.31,1.59,5.4,0.43,0.2,3.43,14801875,97,96.04,1.19,0,1.12,669.16,0.15,244958,15427831,833306,66305,31208,528443,1361,11287,2427838,6639,2447125,90.54,13968569,108181,2399902,22.184135846406,15427831,14801875,244958,833306,66305,31208,528443,13968569,95.9,1.6,5.4,0.4,0.2,3.4,90.5,48.57,749367764,24.8,24.1,25.1,25.9,0.1,35.4,27.4,"SRS4831132","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_65_sra_base_sums_SRP199678_SRR9139165_ALL_bw","2 months","Microglia","KO","female","Microglia","LPS","grp18"
"SRR9139166",3681500,"SRR9139166","SRS4831133","SRX5912246","GSM3823801_ MG_LPS_KO_9F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823801","GSM3823801","MG_LPS_KO_9F",1457901577,15020164,"2019_11_28 20_26_05",560315150,1457901577,15020164,15020164,"index_0_count_15020164_average_48_53_stdev_2_35_index_1_count_15020164_average_48_53_stdev_2_34","GSM3823801_r1",0.61,2.78,0.14,1275947536,1279225183,1211523901,1222579555,100.26,100.91,14428836,11666916,200.231,1423.804,80,62518,86.01,90.82,15891643,12409755,15891643,12409755,86.63,87.45,15891643,12499006,15891643,11949157,116152647,9.1,1.58,5.09,0.45,0.2,3.29,14428836,97,96,1.22,0,1.15,675.91,0.13,237073,15020164,764713,67712,29657,493959,1396,11802,2435567,7583,2456348,90.97,13664123,110450,2387590,21.61693073789,15020164,14428836,237073,764713,67712,29657,493959,13664123,96.1,1.6,5.1,0.5,0.2,3.3,91,48.53,728986308,24.7,24.4,25,25.9,0.1,35.6,28,"SRS4831133","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_66_sra_base_sums_SRP199678_SRR9139166_ALL_bw","2 months","Microglia","KO","female","Microglia","LPS","grp18"
"SRR9139167",3681531,"SRR9139167","SRS4831134","SRX5912247","GSM3823802_ MG_LPS_KO_10M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823802","GSM3823802","MG_LPS_KO_10M",1555668823,16021540,"2019_11_28 20_26_05",597074525,1555668823,16021540,16021540,"index_0_count_16021540_average_48_55_stdev_2_29_index_1_count_16021540_average_48_55_stdev_2_29","GSM3823802_r1",0.58,2.94,0.14,1354709763,1355478490,1281275439,1291058568,100.06,100.76,15368875,12593584,194.664,1353.193,80,72059,84.18,89.26,17066461,12938160,17066461,12938160,84.86,85.75,17066461,13041781,17066461,12429209,143117794,10.56,1.51,5.45,0.49,0.24,3.35,15368875,97,96.05,1.21,0,1.14,633.82,0.13,241349,16021540,873828,77970,38493,536202,1331,11885,2541127,7603,2561946,90.47,14495047,111177,2486475,22.365012547559,16021540,15368875,241349,873828,77970,38493,536202,14495047,95.9,1.5,5.5,0.5,0.2,3.3,90.5,48.55,777876398,24.6,24.4,25.1,25.7,0,35.5,27.8,"SRS4831134","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_67_sra_base_sums_SRP199678_SRR9139167_ALL_bw","2 months","Microglia","KO","male","Microglia","LPS","grp28"
"SRR9139168",3681563,"SRR9139168","SRS4831135","SRX5912248","GSM3823803_ MG_LPS_KO_11M_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__male_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823803","GSM3823803","MG_LPS_KO_11M",1541137751,15846342,"2019_11_28 20_26_05",608196081,1541137751,15846342,15846342,"index_0_count_15846342_average_48_63_stdev_2_12_index_1_count_15846342_average_48_63_stdev_2_11","GSM3823803_r1",0.58,2.71,0.19,1347840381,1350574817,1275844611,1287239994,100.2,100.89,15135397,12145181,203.872,1457.629,80,67053,86.09,91.17,16787883,13029861,16787883,13029861,86.87,87.78,16787883,13148714,16787883,12545596,118405315,8.78,1.52,5.32,0.52,0.19,3.78,15135397,97,96.16,1.21,0,1.16,509.35,0.18,241154,15846342,843224,81893,29936,599116,1446,12377,2595813,7730,2617366,90.19,14292173,111356,2557513,22.966997736988,15846342,15135397,241154,843224,81893,29936,599116,14292173,95.5,1.5,5.3,0.5,0.2,3.8,90.2,48.63,770591469,24.5,24.6,25.5,25.4,0,35.6,28.4,"SRS4831135","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_68_sra_base_sums_SRP199678_SRR9139168_ALL_bw","2 months","Microglia","KO","male","Microglia","LPS","grp28"
"SRR9139169",3681598,"SRR9139169","SRS4831136","SRX5912249","GSM3823804_ MG_LPS_KO_12F_ Mus musculus_ RNA_Seq","age__2 months_cell type__Microglia_cx3cr1 genotype__KO_Sex__female_source_name__Microglia_treatment__LPS","GEO Accession__GSM3823804","GSM3823804","MG_LPS_KO_12F",1520946280,15651561,"2019_11_28 20_26_05",593127896,1520946280,15651561,15651561,"index_0_count_15651561_average_48_59_stdev_2_23_index_1_count_15651561_average_48_59_stdev_2_22","GSM3823804_r1",0.53,2.79,0.17,1339648628,1340780100,1273096978,1282538654,100.08,100.74,15028881,12111500,206.905,1444.215,79,62161,83.97,88.58,16534818,12620215,16534818,12620215,84.51,85.28,16534818,12700325,16534818,12149310,152344198,11.37,1.57,5,0.44,0.22,3.32,15028881,97,96.12,1.22,0,1.15,426.86,0.14,245869,15651561,782138,68695,33895,520090,1357,11894,2439595,7434,2460280,91.02,14246743,110476,2410104,21.815634164886,15651561,15028881,245869,782138,68695,33895,520090,14246743,96,1.6,5,0.4,0.2,3.3,91,48.59,760514966,24.8,24.2,25.2,25.8,0.1,35.5,27.9,"SRS4831136","rna_seq","http___duffel_rail_bio_recount3_mouse_data_sources_sra_base_sums_78_SRP199678_69_sra_base_sums_SRP199678_SRR9139169_ALL_bw","2 months","Microglia","KO","female","Microglia","LPS","grp18"
